[Syscall Table from C:\Windows\System32\ntdll.dll]

---------------------------------------------------------------------------------
| Syscall Name                                          | Number | Number (hex) |
| NtUserRemoveVisualIdentifier                            | 5392   | 0x1510       |
| NtUserReplyMessage                                      | 5393   | 0x1511       |
| NtUserReportInertia                                     | 5394   | 0x1512       |
| NtUserResetDblClk                                       | 5395   | 0x1513       |
| NtUserResolveDesktopForWOW                              | 5396   | 0x1514       |
| NtUserRestoreWindowDpiChanges                           | 5397   | 0x1515       |
| NtUserSBGetParms                                        | 4169   | 0x1049       |
| NtUserScaleSystemMetricForDPIWithoutCache               | 5398   | 0x1516       |
| NtUserScheduleDispatchNotification                      | 5399   | 0x1517       |
| NtUserScrollDC                                          | 4196   | 0x1064       |
| NtUserScrollWindowEx                                    | 4272   | 0x10B0       |
| NtUserSelectPalette                                     | 4123   | 0x101B       |
| NtUserSendEventMessage                                  | 5400   | 0x1518       |
| NtUserSendInput                                         | 4218   | 0x107A       |
| NtUserSendInteractiveControlHapticsReport               | 5401   | 0x1519       |
| NtUserSetActivationFilter                               | 5402   | 0x151A       |
| NtUserSetActiveProcessForMonitor                        | 5403   | 0x151B       |
| NtUserSetActiveWindow                                   | 4301   | 0x10CD       |
| NtUserSetAdditionalForegroundBoostProcesses             | 5404   | 0x151C       |
| NtUserSetAppImeLevel                                    | 5405   | 0x151D       |
| NtUserSetAutoRotation                                   | 5406   | 0x151E       |
| NtUserSetBridgeWindowChild                              | 5407   | 0x151F       |
| NtUserSetBrokeredForeground                             | 5408   | 0x1520       |
| NtUserSetCalibrationData                                | 5409   | 0x1521       |
| NtUserSetCancelRotationDelayHintWindow                  | 5410   | 0x1522       |
| NtUserSetCapture                                        | 4164   | 0x1044       |
| NtUserSetCaretBlinkTime                                 | 5411   | 0x1523       |
| NtUserSetCaretPos                                       | 5412   | 0x1524       |
| NtUserSetChildWindowNoActivate                          | 5413   | 0x1525       |
| NtUserSetClassLong                                      | 4274   | 0x10B2       |
| NtUserSetClassLongPtr                                   | 5546   | 0x15AA       |
| NtUserSetClassWord                                      | 5414   | 0x1526       |
| NtUserSetClipboardData                                  | 4286   | 0x10BE       |
| NtUserSetClipboardViewer                                | 4358   | 0x1106       |
| NtUserSetCoreWindow                                     | 5415   | 0x1527       |
| NtUserSetCoreWindowPartner                              | 5416   | 0x1528       |
| NtUserSetCursor                                         | 4120   | 0x1018       |
| NtUserSetCursorIconData                                 | 4248   | 0x1098       |
| NtUserSetCursorIconDataEx                               | 5417   | 0x1529       |
| NtUserSetCursorPos                                      | 5418   | 0x152A       |
| NtUserSetDesktopColorTransform                          | 5419   | 0x152B       |
| NtUserSetDesktopVisualInputSink                         | 5420   | 0x152C       |
| NtUserSetDialogControlDpiChangeBehavior                 | 5421   | 0x152D       |
| NtUserSetDialogPointer                                  | 5422   | 0x152E       |
| NtUserSetDialogSystemMenu                               | 5423   | 0x152F       |
| NtUserSetDisplayAutoRotationPreferences                 | 5424   | 0x1530       |
| NtUserSetDisplayConfig                                  | 5425   | 0x1531       |
| NtUserSetDisplayMapping                                 | 5426   | 0x1532       |
| NtUserSetDoubleClickTime                                | 5427   | 0x1533       |
| NtUserSetDpiForWindow                                   | 5428   | 0x1534       |
| NtUserSetFallbackForeground                             | 5429   | 0x1535       |
| NtUserSetFeatureReportResponse                          | 5430   | 0x1536       |
| NtUserSetFocus                                          | 4172   | 0x104C       |
| NtUserSetForegroundRedirectionForActivationObject       | 5431   | 0x1537       |
| NtUserSetForegroundWindow                               | 5432   | 0x1538       |
| NtUserSetForegroundWindowForApplication                 | 5433   | 0x1539       |
| NtUserSetFullscreenMagnifierOffsetsDWMUpdated           | 5434   | 0x153A       |
| NtUserSetGestureConfig                                  | 5435   | 0x153B       |
| NtUserSetImeHotKey                                      | 5436   | 0x153C       |
| NtUserSetImeInfoEx                                      | 5437   | 0x153D       |
| NtUserSetImeOwnerWindow                                 | 5438   | 0x153E       |
| NtUserSetInformationThread                              | 4302   | 0x10CE       |
| NtUserSetInputServiceState                              | 5439   | 0x153F       |
| NtUserSetInteractiveControlFocus                        | 5440   | 0x1540       |
| NtUserSetInteractiveCtrlRotationAngle                   | 5441   | 0x1541       |
| NtUserSetInternalWindowPos                              | 5442   | 0x1542       |
| NtUserSetKeyboardState                                  | 4316   | 0x10DC       |
| NtUserSetLayeredWindowAttributes                        | 5443   | 0x1543       |
| NtUserSetMagnificationDesktopMagnifierOffsetsDWMUpdated | 5444   | 0x1544       |
| NtUserSetManipulationInputTarget                        | 5445   | 0x1545       |
| NtUserSetMenu                                           | 5446   | 0x1546       |
| NtUserSetMenuContextHelpId                              | 5447   | 0x1547       |
| NtUserSetMenuDefaultItem                                | 4335   | 0x10EF       |
| NtUserSetMenuFlagRtoL                                   | 5448   | 0x1548       |
| NtUserSetMessageExtraInfo                               | 5449   | 0x1549       |
| NtUserSetMirrorRendering                                | 5450   | 0x154A       |
| NtUserSetModernAppWindow                                | 5451   | 0x154B       |
| NtUserSetMonitorWorkArea                                | 5452   | 0x154C       |
| NtUserSetMouseInputRateLimitingTimer                    | 5453   | 0x154D       |
| NtUserSetMsgBox                                         | 5454   | 0x154E       |
| NtUserSetObjectInformation                              | 5455   | 0x154F       |
| NtUserSetParent                                         | 4208   | 0x1070       |
| NtUserSetPrecisionTouchPadConfiguration                 | 5456   | 0x1550       |
| NtUserSetProcessDefaultLayout                           | 5457   | 0x1551       |
| NtUserSetProcessDpiAwarenessContext                     | 5458   | 0x1552       |
| NtUserSetProcessInteractionFlags                        | 5459   | 0x1553       |
| NtUserSetProcessLaunchForegroundPolicy                  | 5460   | 0x1554       |
| NtUserSetProcessMousewheelRoutingMode                   | 5461   | 0x1555       |
| NtUserSetProcessRestrictionExemption                    | 5462   | 0x1556       |
| NtUserSetProcessUIAccessZorder                          | 5463   | 0x1557       |
| NtUserSetProcessWindowStation                           | 4251   | 0x109B       |
| NtUserSetProgmanWindow                                  | 5464   | 0x1558       |
| NtUserSetProp                                           | 4167   | 0x1047       |
| NtUserSetScrollInfo                                     | 4139   | 0x102B       |
| NtUserSetSensorPresence                                 | 5133   | 0x140D       |
| NtUserSetSharedWindowData                               | 5465   | 0x1559       |
| NtUserSetShellChangeNotifyHWND                          | 5466   | 0x155A       |
| NtUserSetShellWindowEx                                  | 5467   | 0x155B       |
| NtUserSetSysColors                                      | 5468   | 0x155C       |
| NtUserSetSysMenu                                        | 5469   | 0x155D       |
| NtUserSetSystemContentRects                             | 5470   | 0x155E       |
| NtUserSetSystemCursor                                   | 5471   | 0x155F       |
| NtUserSetSystemMenu                                     | 4340   | 0x10F4       |
| NtUserSetSystemTimer                                    | 5472   | 0x1560       |
| NtUserSetTSFEventState                                  | 5473   | 0x1561       |
| NtUserSetTargetForResourceBrokering                     | 5474   | 0x1562       |
| NtUserSetTaskmanWindow                                  | 5475   | 0x1563       |
| NtUserSetThreadDesktop                                  | 4233   | 0x1089       |
| NtUserSetThreadInputBlocked                             | 5476   | 0x1564       |
| NtUserSetThreadLayoutHandles                            | 5477   | 0x1565       |
| NtUserSetThreadQueueMergeSetting                        | 5478   | 0x1566       |
| NtUserSetThreadState                                    | 4294   | 0x10C6       |
| NtUserSetTimer                                          | 4118   | 0x1016       |
| NtUserSetVisible                                        | 5479   | 0x1567       |
| NtUserSetWaitForQueueAttach                             | 5480   | 0x1568       |
| NtUserSetWatermarkStrings                               | 5481   | 0x1569       |
| NtUserSetWinEventHook                                   | 4337   | 0x10F1       |
| NtUserSetWindowBand                                     | 5482   | 0x156A       |
| NtUserSetWindowCompositionAttribute                     | 5483   | 0x156B       |
| NtUserSetWindowCompositionTransition                    | 5484   | 0x156C       |
| NtUserSetWindowContextHelpId                            | 5485   | 0x156D       |
| NtUserSetWindowDisplayAffinity                          | 5486   | 0x156E       |
| NtUserSetWindowFNID                                     | 4237   | 0x108D       |
| NtUserSetWindowFeedbackSetting                          | 5487   | 0x156F       |
| NtUserSetWindowLong                                     | 4182   | 0x1056       |
| NtUserSetWindowLongPtr                                  | 5547   | 0x15AB       |
| NtUserSetWindowPlacement                                | 4303   | 0x10CF       |
| NtUserSetWindowPos                                      | 4129   | 0x1021       |
| NtUserSetWindowRgn                                      | 4280   | 0x10B8       |
| NtUserSetWindowRgnEx                                    | 5488   | 0x1570       |
| NtUserSetWindowShowState                                | 5489   | 0x1571       |
| NtUserSetWindowState                                    | 5490   | 0x1572       |
| NtUserSetWindowStationUser                              | 5491   | 0x1573       |
| NtUserSetWindowWord                                     | 4309   | 0x10D5       |
| NtUserSetWindowsHookAW                                  | 4334   | 0x10EE       |
| NtUserSetWindowsHookEx                                  | 4228   | 0x1084       |
| NtUserShellMigrateWindow                                | 5492   | 0x1574       |
| NtUserShellSetWindowPos                                 | 5493   | 0x1575       |
| NtUserShowCaret                                         | 4130   | 0x1022       |
| NtUserShowCursor                                        | 5494   | 0x1576       |
| NtUserShowOwnedPopups                                   | 5495   | 0x1577       |
| NtUserShowScrollBar                                     | 4152   | 0x1038       |
| NtUserShowStartGlass                                    | 5496   | 0x1578       |
| NtUserShowSystemCursor                                  | 5497   | 0x1579       |
| NtUserShowWindow                                        | 4178   | 0x1052       |
| NtUserShowWindowAsync                                   | 4359   | 0x1107       |
| NtUserShutdownBlockReasonCreate                         | 5498   | 0x157A       |
| NtUserShutdownBlockReasonQuery                          | 5499   | 0x157B       |
| NtUserShutdownReasonDestroy                             | 5500   | 0x157C       |
| NtUserSignalRedirectionStartComplete                    | 5501   | 0x157D       |
| NtUserSlicerControl                                     | 5502   | 0x157E       |
| NtUserSoundSentry                                       | 5503   | 0x157F       |
| NtUserStopAndEndInertia                                 | 5504   | 0x1580       |
| NtUserSwapMouseButton                                   | 5505   | 0x1581       |
| NtUserSwitchDesktop                                     | 5506   | 0x1582       |
| NtUserSwitchToThisWindow                                | 5507   | 0x1583       |
| NtUserSystemParametersInfo                              | 4157   | 0x103D       |
| NtUserSystemParametersInfoForDpi                        | 5508   | 0x1584       |
| NtUserTestForInteractiveUser                            | 5509   | 0x1585       |
| NtUserThreadMessageQueueAttached                        | 5510   | 0x1586       |
| NtUserThunkedMenuInfo                                   | 4341   | 0x10F5       |
| NtUserThunkedMenuItemInfo                               | 4240   | 0x1090       |
| NtUserToUnicodeEx                                       | 4210   | 0x1072       |
| NtUserTraceLoggingSendMixedModeTelemetry                | 5511   | 0x1587       |
| NtUserTrackMouseEvent                                   | 4296   | 0x10C8       |
| NtUserTrackPopupMenuEx                                  | 5512   | 0x1588       |
| NtUserTransformPoint                                    | 5513   | 0x1589       |
| NtUserTransformRect                                     | 5514   | 0x158A       |
| NtUserTranslateAccelerator                              | 4111   | 0x100F       |
| NtUserTranslateMessage                                  | 4107   | 0x100B       |
| NtUserUndelegateInput                                   | 5515   | 0x158B       |
| NtUserUnhookWinEvent                                    | 4338   | 0x10F2       |
| NtUserUnhookWindowsHook                                 | 5516   | 0x158C       |
| NtUserUnhookWindowsHookEx                               | 4201   | 0x1069       |
| NtUserUnloadKeyboardLayout                              | 5517   | 0x158D       |
| NtUserUnlockWindowStation                               | 5518   | 0x158E       |
| NtUserUnregisterClass                                   | 4269   | 0x10AD       |
| NtUserUnregisterHotKey                                  | 5519   | 0x158F       |
| NtUserUnregisterSessionPort                             | 5520   | 0x1590       |
| NtUserUnregisterUserApiHook                             | 5521   | 0x1591       |
| NtUserUpdateClientRect                                  | 5522   | 0x1592       |
| NtUserUpdateDefaultDesktopThumbnail                     | 5523   | 0x1593       |
| NtUserUpdateInputContext                                | 5524   | 0x1594       |
| NtUserUpdateInstance                                    | 5525   | 0x1595       |
| NtUserUpdateLayeredWindow                               | 5526   | 0x1596       |
| NtUserUpdatePerUserImmEnabling                          | 5527   | 0x1597       |
| NtUserUpdatePerUserSystemParameters                     | 5528   | 0x1598       |
| NtUserUpdateWindow                                      | 5529   | 0x1599       |
| NtUserUpdateWindowInputSinkHints                        | 5530   | 0x159A       |
| NtUserUpdateWindowTrackingInfo                          | 5531   | 0x159B       |
| NtUserUpdateWindows                                     | 5532   | 0x159C       |
| NtUserUserHandleGrantAccess                             | 5533   | 0x159D       |
| NtUserUserPowerCalloutWorker                            | 5534   | 0x159E       |
| NtUserValidateHandleSecure                              | 5535   | 0x159F       |
| NtUserValidateRect                                      | 4283   | 0x10BB       |
| NtUserValidateRgn                                       | 5536   | 0x15A0       |
| NtUserValidateTimerCallback                             | 4116   | 0x1014       |
| NtUserVkKeyScanEx                                       | 4132   | 0x1024       |
| NtUserWaitAvailableMessageEx                            | 5537   | 0x15A1       |
| NtUserWaitForInputIdle                                  | 5538   | 0x15A2       |
| NtUserWaitForRedirectionStartComplete                   | 5539   | 0x15A3       |
| NtUserWaitMessage                                       | 4106   | 0x100A       |
| NtUserWakeRITForShutdown                                | 5540   | 0x15A4       |
| NtUserWindowFromDC                                      | 5541   | 0x15A5       |
| NtUserWindowFromPhysicalPoint                           | 5542   | 0x15A6       |
| NtUserWindowFromPoint                                   | 4114   | 0x1012       |
| NtUserZapActiveAndFocus                                 | 5543   | 0x15A7       |
| NtValidateCompositionSurfaceHandle                      | 5544   | 0x15A8       |
| NtVisualCaptureBits                                     | 5545   | 0x15A9       |
-----------------------------------------------------------------------------------

[*] Found 1452 syscall(s).
